,code,name,industry,market_cap,roe,growth,turnover,ret_past,ret_future,roe_mean,roe_std,growth_mean,growth_std,turnover_mean,turnover_std,ret_past_mean,ret_past_std
1750,300424.SZ,航新科技,国防军工,3904018551.9,5.4179,-25.1944,64.155,-21.6281,-6.3307,7.052831481481479,4.156651974975255,40.85613703703704,88.21424007058,74.54217962962963,86.59504440252043,-9.109840740740742,6.029055347937814
1800,300474.SZ,景嘉微,国防军工,12300349231.94,8.8679,19.7407,67.2305,-12.2554,5.9048,7.052831481481479,4.156651974975255,40.85613703703704,88.21424007058,74.54217962962963,86.59504440252043,-9.109840740740742,6.029055347937814
1852,300527.SZ,中国应急,国防军工,11001247740.0,11.1049,5.6773,394.3357,-0.8668,1.0334,7.052831481481479,4.156651974975255,40.85613703703704,88.21424007058,74.54217962962963,86.59504440252043,-9.109840740740742,6.029055347937814
1904,300581.SZ,晨曦航空,国防军工,2409792800.0,10.9047,33.1154,94.967,-14.8148,7.9829,7.052831481481479,4.156651974975255,40.85613703703704,88.21424007058,74.54217962962963,86.59504440252043,-9.109840740740742,6.029055347937814
2017,300696.SZ,爱乐达,国防军工,2908104150.0,9.4628,-7.003,88.153,0.0,25.7557,7.052831481481479,4.156651974975255,40.85613703703704,88.21424007058,74.54217962962963,86.59504440252043,-9.109840740740742,6.029055347937814
2038,300719.SZ,安达维尔,国防军工,2733403725.0,5.8112,-38.2582,91.6123,-11.047,14.0871,7.052831481481479,4.156651974975255,40.85613703703704,88.21424007058,74.54217962962963,86.59504440252043,-9.109840740740742,6.029055347937814
2041,300722.SZ,新余国科,国防军工,2620800000.0,18.0368,65.9607,144.7262,-11.9118,9.6935,7.052831481481479,4.156651974975255,40.85613703703704,88.21424007058,74.54217962962963,86.59504440252043,-9.109840740740742,6.029055347937814
2077,300762.SZ,上海瀚讯,国防军工,8214976000.0,18.2504,53.7236,437.8091,-7.9085,11.6234,7.052831481481479,4.156651974975255,40.85613703703704,88.21424007058,74.54217962962963,86.59504440252043,-9.109840740740742,6.029055347937814
2153,600038.SH,中直股份,国防军工,25070444731.48,6.8332,12.0705,24.046,-9.0267,-1.9516,7.052831481481479,4.156651974975255,40.85613703703704,88.21424007058,74.54217962962963,86.59504440252043,-9.109840740740742,6.029055347937814
2216,600118.SH,中国卫星,国防军工,27268199453.1,7.8379,-4.8772,23.6753,-8.383,2.3039,7.052831481481479,4.156651974975255,40.85613703703704,88.21424007058,74.54217962962963,86.59504440252043,-9.109840740740742,6.029055347937814
2268,600184.SH,光电股份,国防军工,5881275148.56,2.5198,30.3998,23.5426,-6.1688,-5.0224,7.052831481481479,4.156651974975255,40.85613703703704,88.21424007058,74.54217962962963,86.59504440252043,-9.109840740740742,6.029055347937814
2370,600316.SH,洪都航空,国防军工,10849942566.56,3.0349,375.2636,56.8748,-8.3586,6.2128,7.052831481481479,4.156651974975255,40.85613703703704,88.21424007058,74.54217962962963,86.59504440252043,-9.109840740740742,6.029055347937814
2391,600343.SH,航天动力,国防军工,6452266178.28,1.0492,49.808,48.9141,-8.2577,-0.1978,7.052831481481479,4.156651974975255,40.85613703703704,88.21424007058,74.54217962962963,86.59504440252043,-9.109840740740742,6.029055347937814
2415,600372.SH,中航电子,国防军工,26919241821.0,6.5384,-13.66,11.8559,-7.9422,-2.0261,7.052831481481479,4.156651974975255,40.85613703703704,88.21424007058,74.54217962962963,86.59504440252043,-9.109840740740742,6.029055347937814
2454,600435.SH,北方导航,国防军工,13746423600.0,2.3484,8.807,50.4134,-11.6746,0.2167,7.052831481481479,4.156651974975255,40.85613703703704,88.21424007058,74.54217962962963,86.59504440252043,-9.109840740740742,6.029055347937814
2482,600482.SH,中国动力,国防军工,40847107333.2,5.1828,30.4331,21.0817,-9.9849,-6.3025,7.052831481481479,4.156651974975255,40.85613703703704,88.21424007058,74.54217962962963,86.59504440252043,-9.109840740740742,6.029055347937814
2545,600562.SH,国睿科技,国防军工,9802023824.25,2.1214,-77.6784,25.0694,-13.414,-0.1905,7.052831481481479,4.156651974975255,40.85613703703704,88.21424007058,74.54217962962963,86.59504440252043,-9.109840740740742,6.029055347937814
2638,600677.SH,航天通信,国防军工,8056463848.0,6.2693,52.3452,132.6484,-9.0159,19.5596,7.052831481481479,4.156651974975255,40.85613703703704,88.21424007058,74.54217962962963,86.59504440252043,-9.109840740740742,6.029055347937814
2708,600760.SH,中航沈飞,国防军工,42991951049.5,9.9127,5.9627,45.5085,-6.2882,-5.3094,7.052831481481479,4.156651974975255,40.85613703703704,88.21424007058,74.54217962962963,86.59504440252043,-9.109840740740742,6.029055347937814
2712,600765.SH,中航重机,国防军工,7554411072.0,8.3347,124.9313,38.0681,-11.3242,-5.3717,7.052831481481479,4.156651974975255,40.85613703703704,88.21424007058,74.54217962962963,86.59504440252043,-9.109840740740742,6.029055347937814
2786,600855.SH,航天长峰,国防军工,4674975292.16,7.3743,322.1915,76.9175,-23.7658,5.6476,7.052831481481479,4.156651974975255,40.85613703703704,88.21424007058,74.54217962962963,86.59504440252043,-9.109840740740742,6.029055347937814
2792,600862.SH,中航高科,国防军工,12969287186.17,8.3433,331.4284,40.4244,-4.903,0.9667,7.052831481481479,4.156651974975255,40.85613703703704,88.21424007058,74.54217962962963,86.59504440252043,-9.109840740740742,6.029055347937814
2806,600879.SH,航天电子,国防军工,17348950791.92,3.9263,-6.858,40.0529,-11.2656,-2.0376,7.052831481481479,4.156651974975255,40.85613703703704,88.21424007058,74.54217962962963,86.59504440252043,-9.109840740740742,6.029055347937814
2819,600893.SH,航发动力,国防军工,54693718579.5,4.0746,15.8452,13.0275,-7.9167,-3.331,7.052831481481479,4.156651974975255,40.85613703703704,88.21424007058,74.54217962962963,86.59504440252043,-9.109840740740742,6.029055347937814
2846,600967.SH,内蒙一机,国防军工,18890083714.06,6.5658,2.0019,55.466,-7.2968,-4.025,7.052831481481479,4.156651974975255,40.85613703703704,88.21424007058,74.54217962962963,86.59504440252043,-9.109840740740742,6.029055347937814
2867,600990.SH,四创电子,国防军工,7640597280.0,11.3314,27.3981,44.2808,-8.554,-0.5208,7.052831481481479,4.156651974975255,40.85613703703704,88.21424007058,74.54217962962963,86.59504440252043,-9.109840740740742,6.029055347937814
2983,601606.SH,长城军工,国防军工,9892959944.0,5.065,-15.237,257.4553,-18.6905,21.3031,7.052831481481479,4.156651974975255,40.85613703703704,88.21424007058,74.54217962962963,86.59504440252043,-9.109840740740742,6.029055347937814
3058,601989.SH,中国重工,国防军工,129728427687.81,0.9081,25.6078,32.3882,-2.911,-9.5238,7.052831481481479,4.156651974975255,40.85613703703704,88.21424007058,74.54217962962963,86.59504440252043,-9.109840740740742,6.029055347937814
133,000552.SZ,靖远煤电,煤炭,6929522281.5,8.0855,3.7391,45.4293,-3.1949,-7.9208,11.197959375,7.334878644634974,96.01040624999999,286.3301093008624,64.43571249999998,87.61553498570589,5.0272749999999995,18.106619910586616
253,000723.SZ,美锦能源,煤炭,62066068518.84,24.2232,71.285,489.8463,64.3554,-17.3368,11.197959375,7.334878644634974,96.01040624999999,286.3301093008624,64.43571249999998,87.61553498570589,5.0272749999999995,18.106619910586616
387,000937.SZ,冀中能源,煤炭,15123580518.0,4.45,-3.7112,25.5476,-1.3825,-7.0093,11.197959375,7.334878644634974,96.01040624999999,286.3301093008624,64.43571249999998,87.61553498570589,5.0272749999999995,18.106619910586616
414,000983.SZ,西山煤电,煤炭,21680256000.0,9.559,16.9459,48.3529,10.4334,-10.4651,11.197959375,7.334878644634974,96.01040624999999,286.3301093008624,64.43571249999998,87.61553498570589,5.0272749999999995,18.106619910586616
548,002128.SZ,露天煤业,煤炭,15395845215.66,17.5556,15.6011,26.8131,3.4029,-9.1295,11.197959375,7.334878644634974,96.01040624999999,286.3301093008624,64.43571249999998,87.61553498570589,5.0272749999999995,18.106619910586616
1129,002753.SZ,永东股份,煤炭,3223293895.85,20.6103,17.2493,57.398,-13.3513,-6.1013,11.197959375,7.334878644634974,96.01040624999999,286.3301093008624,64.43571249999998,87.61553498570589,5.0272749999999995,18.106619910586616
2218,600121.SH,郑州煤电,煤炭,3624775813.05,4.5569,-54.344,44.5252,-1.6529,-9.2437,11.197959375,7.334878644634974,96.01040624999999,286.3301093008624,64.43571249999998,87.61553498570589,5.0272749999999995,18.106619910586616
2220,600123.SH,兰花科创,煤炭,8910720000.0,11.0319,48.9059,46.8367,-2.9851,-6.9231,11.197959375,7.334878644634974,96.01040624999999,286.3301093008624,64.43571249999998,87.61553498570589,5.0272749999999995,18.106619910586616
2245,600157.SH,永泰能源,煤炭,25721396324.82,0.2721,-81.6369,65.6584,-5.0459,-11.5942,11.197959375,7.334878644634974,96.01040624999999,286.3301093008624,64.43571249999998,87.61553498570589,5.0272749999999995,18.106619910586616
2271,600188.SH,兖州煤业,煤炭,47890965509.4784,13.6442,35.5396,25.2586,7.9171,-6.8996,11.197959375,7.334878644634974,96.01040624999999,286.3301093008624,64.43571249999998,87.61553498570589,5.0272749999999995,18.106619910586616
2394,600348.SH,阳泉煤业,煤炭,15055300000.0,10.9051,23.5989,34.9929,2.7915,-8.6262,11.197959375,7.334878644634974,96.01040624999999,286.3301093008624,64.43571249999998,87.61553498570589,5.0272749999999995,18.106619910586616
2434,600395.SH,盘江股份,煤炭,9797907017.12,14.5229,9.0854,21.5397,4.7788,-3.2095,11.197959375,7.334878644634974,96.01040624999999,286.3301093008624,64.43571249999998,87.61553498570589,5.0272749999999995,18.106619910586616
2435,600397.SH,安源煤业,煤炭,2880783256.62,7.7883,108.5628,64.3486,0.692,0.0,11.197959375,7.334878644634974,96.01040624999999,286.3301093008624,64.43571249999998,87.61553498570589,5.0272749999999995,18.106619910586616
2438,600403.SH,大有能源,煤炭,10184860832.52,8.3736,47.6259,7.7823,-5.7522,-5.6338,11.197959375,7.334878644634974,96.01040624999999,286.3301093008624,64.43571249999998,87.61553498570589,5.0272749999999995,18.106619910586616
2503,600508.SH,上海能源,煤炭,7552403100.0,7.1641,84.4816,21.7995,-2.0619,-5.0718,11.197959375,7.334878644634974,96.01040624999999,286.3301093008624,64.43571249999998,87.61553498570589,5.0272749999999995,18.106619910586616
2532,600546.SH,山煤国际,煤炭,10169999998.2,4.2241,17.9662,54.0315,20.4225,2.1442,11.197959375,7.334878644634974,96.01040624999999,286.3301093008624,64.43571249999998,87.61553498570589,5.0272749999999995,18.106619910586616
2690,600740.SH,山西焦化,煤炭,14402456190.0,26.9661,1521.1,148.5674,1.1715,-6.9474,11.197959375,7.334878644634974,96.01040624999999,286.3301093008624,64.43571249999998,87.61553498570589,5.0272749999999995,18.106619910586616
2706,600758.SH,红阳能源,煤炭,9386323497.4,2.052,-75.8053,165.565,76.1787,-18.7324,11.197959375,7.334878644634974,96.01040624999999,286.3301093008624,64.43571249999998,87.61553498570589,5.0272749999999995,18.106619910586616
2734,600792.SH,云煤能源,煤炭,4009190580.0,6.3644,592.419,63.8029,3.3163,-4.1975,11.197959375,7.334878644634974,96.01040624999999,286.3301093008624,64.43571249999998,87.61553498570589,5.0272749999999995,18.106619910586616
2850,600971.SH,恒源煤电,煤炭,7900032153.0,16.5599,10.1695,50.5562,1.6731,-7.9968,11.197959375,7.334878644634974,96.01040624999999,286.3301093008624,64.43571249999998,87.61553498570589,5.0272749999999995,18.106619910586616
2872,600997.SH,开滦股份,煤炭,10431845021.07,13.754,180.9532,42.7817,-1.4993,-4.8706,11.197959375,7.334878644634974,96.01040624999999,286.3301093008624,64.43571249999998,87.61553498570589,5.0272749999999995,18.106619910586616
2876,601001.SH,大同煤业,煤炭,8401974000.0,11.8908,-14.748,50.5833,0.6012,-8.3665,11.197959375,7.334878644634974,96.01040624999999,286.3301093008624,64.43571249999998,87.61553498570589,5.0272749999999995,18.106619910586616
2885,601011.SH,宝泰隆,煤炭,10616355544.23,5.8187,112.8551,94.0543,-0.3026,-7.739,11.197959375,7.334878644634974,96.01040624999999,286.3301093008624,64.43571249999998,87.61553498570589,5.0272749999999995,18.106619910586616
2887,601015.SH,陕西黑猫,煤炭,7246294733.8,5.862,43.4494,38.5103,-6.9243,-6.5695,11.197959375,7.334878644634974,96.01040624999999,286.3301093008624,64.43571249999998,87.61553498570589,5.0272749999999995,18.106619910586616
2901,601088.SH,中国神华,煤炭,375262267138.562,13.9426,-0.0167,3.0601,0.408,-6.6023,11.197959375,7.334878644634974,96.01040624999999,286.3301093008624,64.43571249999998,87.61553498570589,5.0272749999999995,18.106619910586616
2905,601101.SH,昊华能源,煤炭,8315988024.96,9.2962,13.9179,34.1372,-1.0,-11.1111,11.197959375,7.334878644634974,96.01040624999999,286.3301093008624,64.43571249999998,87.61553498570589,5.0272749999999995,18.106619910586616
2939,601225.SH,陕西煤业,煤炭,90200000000.0,23.1699,1.294,13.5203,1.2346,-3.2151,11.197959375,7.334878644634974,96.01040624999999,286.3301093008624,64.43571249999998,87.61553498570589,5.0272749999999995,18.106619910586616
2995,601666.SH,平煤股份,煤炭,10483572520.08,5.7583,-42.6915,38.2656,4.9645,-7.6577,11.197959375,7.334878644634974,96.01040624999999,286.3301093008624,64.43571249999998,87.61553498570589,5.0272749999999995,18.106619910586616
3003,601699.SH,潞安环能,煤炭,24679125900.0,11.8314,-21.2729,32.4104,5.364,-6.5455,11.197959375,7.334878644634974,96.01040624999999,286.3301093008624,64.43571249999998,87.61553498570589,5.0272749999999995,18.106619910586616
3036,601898.SH,中煤能源,煤炭,58864296906.2032,3.7919,48.5432,7.3273,-0.3906,-6.4706,11.197959375,7.334878644634974,96.01040624999999,286.3301093008624,64.43571249999998,87.61553498570589,5.0272749999999995,18.106619910586616
3042,601918.SH,新集能源,煤炭,8911463792.0,5.1759,254.1347,32.526,-0.2899,-9.0116,11.197959375,7.334878644634974,96.01040624999999,286.3301093008624,64.43571249999998,87.61553498570589,5.0272749999999995,18.106619910586616
3144,603113.SH,金能科技,煤炭,8962957173.3,29.1338,87.1368,166.1142,-2.9993,-13.9517,11.197959375,7.334878644634974,96.01040624999999,286.3301093008624,64.43571249999998,87.61553498570589,5.0272749999999995,18.106619910586616
188,000629.SZ,攀钢钒钛,钢铁,30493599017.1,52.8145,243.8484,58.0852,-0.2809,-6.4789,18.636760000000002,16.92041718929818,62.419732499999995,96.43942664132435,45.14831,35.44637505618874,-3.2606825,12.103298028538939
201,000655.SZ,金岭矿业,钢铁,2964794345.4,4.2846,131.2167,54.6199,-6.7416,12.8514,18.636760000000002,16.92041718929818,62.419732499999995,96.43942664132435,45.14831,35.44637505618874,-3.2606825,12.103298028538939
239,000708.SZ,中信特钢,钢铁,5855792494.4,12.1011,29.1916,42.3632,4.4908,2.0623,18.636760000000002,16.92041718929818,62.419732499999995,96.43942664132435,45.14831,35.44637505618874,-3.2606825,12.103298028538939
240,000709.SZ,河钢股份,钢铁,33979545126.4,7.0964,106.0961,14.1416,-6.4327,-6.5625,18.636760000000002,16.92041718929818,62.419732499999995,96.43942664132435,45.14831,35.44637505618874,-3.2606825,12.103298028538939
247,000717.SZ,韶钢松山,钢铁,12508941199.7,72.2712,28.2044,67.0013,-9.4571,-12.5725,18.636760000000002,16.92041718929818,62.419732499999995,96.43942664132435,45.14831,35.44637505618874,-3.2606825,12.103298028538939
274,000761.SZ,本钢板材,钢铁,14537958626.72,6.1988,-35.6167,14.9183,-6.383,14.6465,18.636760000000002,16.92041718929818,62.419732499999995,96.43942664132435,45.14831,35.44637505618874,-3.2606825,12.103298028538939
281,000778.SZ,新兴铸管,钢铁,19196133646.56,10.4651,91.398,24.6512,-6.0547,-8.316,18.636760000000002,16.92041718929818,62.419732499999995,96.43942664132435,45.14831,35.44637505618874,-3.2606825,12.103298028538939
314,000825.SZ,太钢不锈,钢铁,25917927471.8,17.3529,12.3866,23.7588,-11.1328,-7.2527,18.636760000000002,16.92041718929818,62.419732499999995,96.43942664132435,45.14831,35.44637505618874,-3.2606825,12.103298028538939
355,000898.SZ,鞍钢股份,钢铁,37867384941.36,15.6021,19.6689,15.0063,-5.9649,-5.0373,18.636760000000002,16.92041718929818,62.419732499999995,96.43942664132435,45.14831,35.44637505618874,-3.2606825,12.103298028538939
362,000906.SZ,浙商中拓,钢铁,4877366374.98,11.341,71.8279,41.0353,12.1118,-12.4654,18.636760000000002,16.92041718929818,62.419732499999995,96.43942664132435,45.14831,35.44637505618874,-3.2606825,12.103298028538939
383,000932.SZ,华菱钢铁,钢铁,22738001188.5,48.6364,62.4794,62.1864,-0.5277,-13.3952,18.636760000000002,16.92041718929818,62.419732499999995,96.43942664132435,45.14831,35.44637505618874,-3.2606825,12.103298028538939
397,000959.SZ,首钢股份,钢铁,20893088920.0,9.2867,7.2079,9.2143,-10.0228,-10.1266,18.636760000000002,16.92041718929818,62.419732499999995,96.43942664132435,45.14831,35.44637505618874,-3.2606825,12.103298028538939
484,002057.SZ,中钢天源,钢铁,4640654726.4,9.4778,-9.9033,190.4155,57.1429,22.7273,18.636760000000002,16.92041718929818,62.419732499999995,96.43942664132435,45.14831,35.44637505618874,-3.2606825,12.103298028538939
500,002075.SZ,沙钢股份,钢铁,19287185287.28,29.9927,60.1832,29.6481,-12.2403,2.4027,18.636760000000002,16.92041718929818,62.419732499999995,96.43942664132435,45.14831,35.44637505618874,-3.2606825,12.103298028538939
532,002110.SZ,三钢闽光,钢铁,29925573951.29,41.2984,13.4769,125.9434,11.037,-17.8226,18.636760000000002,16.92041718929818,62.419732499999995,96.43942664132435,45.14831,35.44637505618874,-3.2606825,12.103298028538939
702,002297.SZ,博云新材,钢铁,3421747226.7,1.7643,142.1116,66.5,-9.1364,13.2231,18.636760000000002,16.92041718929818,62.419732499999995,96.43942664132435,45.14831,35.44637505618874,-3.2606825,12.103298028538939
722,002318.SZ,久立特材,钢铁,6244173821.2,10.0054,139.4301,42.3728,-7.0102,-3.6388,18.636760000000002,16.92041718929818,62.419732499999995,96.43942664132435,45.14831,35.44637505618874,-3.2606825,12.103298028538939
840,002443.SZ,金洲管道,钢铁,3711418257.6,8.6901,23.7475,41.3778,-7.762,9.1164,18.636760000000002,16.92041718929818,62.419732499999995,96.43942664132435,45.14831,35.44637505618874,-3.2606825,12.103298028538939
872,002478.SZ,常宝股份,钢铁,5903956205.85,12.4813,232.1792,53.758,-2.381,-3.5772,18.636760000000002,16.92041718929818,62.419732499999995,96.43942664132435,45.14831,35.44637505618874,-3.2606825,12.103298028538939
1038,002652.SZ,扬子新材,钢铁,2406700800.0,5.3361,-53.5356,58.2223,-5.6225,-9.7872,18.636760000000002,16.92041718929818,62.419732499999995,96.43942664132435,45.14831,35.44637505618874,-3.2606825,12.103298028538939
1131,002756.SZ,永兴材料,钢铁,5562000000.0,11.4268,9.9128,43.5685,-2.8302,6.2205,18.636760000000002,16.92041718929818,62.419732499999995,96.43942664132435,45.14831,35.44637505618874,-3.2606825,12.103298028538939
2130,600010.SH,包钢股份,钢铁,77494555501.6,6.5297,62.3461,21.1214,-7.1038,3.5294,18.636760000000002,16.92041718929818,62.419732499999995,96.43942664132435,45.14831,35.44637505618874,-3.2606825,12.103298028538939
2137,600019.SH,宝钢股份,钢铁,159719881317.75,12.641,14.091,6.6054,-0.8299,-5.2907,18.636760000000002,16.92041718929818,62.419732499999995,96.43942664132435,45.14831,35.44637505618874,-3.2606825,12.103298028538939
2140,600022.SH,山东钢铁,钢铁,19484858316.48,11.0149,19.2743,24.1672,-7.2917,-5.618,18.636760000000002,16.92041718929818,62.419732499999995,96.43942664132435,45.14831,35.44637505618874,-3.2606825,12.103298028538939
2222,600126.SH,杭钢股份,钢铁,17561383231.6,11.0578,8.0504,8.0091,1.1673,-0.5769,18.636760000000002,16.92041718929818,62.419732499999995,96.43942664132435,45.14831,35.44637505618874,-3.2606825,12.103298028538939
2306,600231.SH,凌钢股份,钢铁,8756621467.88,17.3124,-0.7818,23.6901,-9.7143,5.0556,18.636760000000002,16.92041718929818,62.419732499999995,96.43942664132435,45.14831,35.44637505618874,-3.2606825,12.103298028538939
2344,600282.SH,南钢股份,钢铁,17168439173.16,29.7407,39.4098,28.7652,1.2107,-13.4021,18.636760000000002,16.92041718929818,62.419732499999995,96.43942664132435,45.14831,35.44637505618874,-3.2606825,12.103298028538939
2353,600295.SH,鄂尔多斯,钢铁,10986021005.1,10.8982,49.9772,34.8151,-2.1622,-8.8398,18.636760000000002,16.92041718929818,62.419732499999995,96.43942664132435,45.14831,35.44637505618874,-3.2606825,12.103298028538939
2362,600307.SH,酒钢宏兴,钢铁,13591485610.08,10.8545,218.3582,20.0019,-8.0508,-6.4516,18.636760000000002,16.92041718929818,62.419732499999995,96.43942664132435,45.14831,35.44637505618874,-3.2606825,12.103298028538939
2502,600507.SH,方大特钢,钢铁,20863650669.15,51.7314,14.969,54.5774,0.0,-27.8633,18.636760000000002,16.92041718929818,62.419732499999995,96.43942664132435,45.14831,35.44637505618874,-3.2606825,12.103298028538939
2523,600532.SH,宏达矿业,钢铁,2833200802.8,0.6098,114.1541,112.7862,-3.5149,-3.643,18.636760000000002,16.92041718929818,62.419732499999995,96.43942664132435,45.14831,35.44637505618874,-3.2606825,12.103298028538939
2551,600569.SH,安阳钢铁,钢铁,7970969348.37,25.1241,15.8849,37.1758,-8.7671,-6.6557,18.636760000000002,16.92041718929818,62.419732499999995,96.43942664132435,45.14831,35.44637505618874,-3.2606825,12.103298028538939
2562,600581.SH,八一钢铁,钢铁,6208236373.5,18.9753,-40.0222,85.7318,-17.6829,-4.9383,18.636760000000002,16.92041718929818,62.419732499999995,96.43942664132435,45.14831,35.44637505618874,-3.2606825,12.103298028538939
2726,600782.SH,新钢股份,钢铁,18941012814.24,36.5343,88.3557,48.853,-2.3026,-14.6465,18.636760000000002,16.92041718929818,62.419732499999995,96.43942664132435,45.14831,35.44637505618874,-3.2606825,12.103298028538939
2747,600808.SH,马钢股份,钢铁,26134315910.312,22.8283,39.1494,26.3535,-10.5398,-2.2989,18.636760000000002,16.92041718929818,62.419732499999995,96.43942664132435,45.14831,35.44637505618874,-3.2606825,12.103298028538939
2878,601003.SH,柳钢股份,钢铁,17529505488.0,52.0053,74.2023,28.026,-12.9771,-5.3108,18.636760000000002,16.92041718929818,62.419732499999995,96.43942664132435,45.14831,35.44637505618874,-3.2606825,12.103298028538939
2879,601005.SH,重庆钢铁,钢铁,17766240224.655,10.1408,459.0958,11.7151,-6.3927,-5.3659,18.636760000000002,16.92041718929818,62.419732499999995,96.43942664132435,45.14831,35.44637505618874,-3.2606825,12.103298028538939
2893,601028.SH,玉龙股份,钢铁,3985601118.4,1.0746,-88.7561,34.8519,-12.693,11.3949,18.636760000000002,16.92041718929818,62.419732499999995,96.43942664132435,45.14831,35.44637505618874,-3.2606825,12.103298028538939
3484,603878.SH,武进不锈,钢铁,3377824576.0,9.5036,55.783,73.2955,17.3295,0.3632,18.636760000000002,16.92041718929818,62.419732499999995,96.43942664132435,45.14831,35.44637505618874,-3.2606825,12.103298028538939
3533,603969.SH,银龙股份,钢铁,4558220000.0,8.97,27.7366,46.6026,-14.9137,-10.8895,18.636760000000002,16.92041718929818,62.419732499999995,96.43942664132435,45.14831,35.44637505618874,-3.2606825,12.103298028538939
255,000726.SZ,鲁泰A,纺织服装,9872011006.9066,11.2888,-2.8444,22.2964,-2.6341,-1.5459,9.057222058823532,6.909145748281672,22.57492794117647,55.73125162076722,47.29159852941177,33.98776956791866,-3.680788235294118,9.242772749358139
282,000779.SZ,甘咨询,纺织服装,4366194346.64,24.3523,-13.9606,37.3759,-10.4524,-6.9686,9.057222058823532,6.909145748281672,22.57492794117647,55.73125162076722,47.29159852941177,33.98776956791866,-3.680788235294118,9.242772749358139
327,000850.SZ,华茂股份,纺织服装,5086354398.51,2.7519,16.5524,59.8957,14.6809,-12.0594,9.057222058823532,6.909145748281672,22.57492794117647,55.73125162076722,47.29159852941177,33.98776956791866,-3.680788235294118,9.242772749358139
433,002003.SZ,伟星股份,纺织服装,5685153210.0,13.0225,-20.0442,21.2843,-1.9608,-0.4735,9.057222058823532,6.909145748281672,22.57492794117647,55.73125162076722,47.29159852941177,33.98776956791866,-3.680788235294118,9.242772749358139
456,002029.SZ,七匹狼,纺织服装,5342586900.0,6.1949,6.2051,26.5395,-5.4813,-8.4866,9.057222058823532,6.909145748281672,22.57492794117647,55.73125162076722,47.29159852941177,33.98776956791866,-3.680788235294118,9.242772749358139
469,002042.SZ,华孚时尚,纺织服装,10088653685.2,10.8899,7.2405,16.2257,-14.5431,11.2952,9.057222058823532,6.909145748281672,22.57492794117647,55.73125162076722,47.29159852941177,33.98776956791866,-3.680788235294118,9.242772749358139
508,002083.SZ,孚日股份,纺织服装,5211920028.7,12.8521,5.1792,35.6201,-8.3067,-2.6164,9.057222058823532,6.909145748281672,22.57492794117647,55.73125162076722,47.29159852941177,33.98776956791866,-3.680788235294118,9.242772749358139
511,002087.SZ,新野纺织,纺织服装,3536719470.55,10.8009,32.6793,50.5548,-3.9911,-7.1594,9.057222058823532,6.909145748281672,22.57492794117647,55.73125162076722,47.29159852941177,33.98776956791866,-3.680788235294118,9.242772749358139
572,002154.SZ,报喜鸟,纺织服装,4517340052.54,1.9959,67.3801,21.026,-5.8376,-9.434,9.057222058823532,6.909145748281672,22.57492794117647,55.73125162076722,47.29159852941177,33.98776956791866,-3.680788235294118,9.242772749358139
608,002193.SZ,如意集团,纺织服装,2491532036.0,3.8537,34.0253,33.2375,-10.5263,-7.8782,9.057222058823532,6.909145748281672,22.57492794117647,55.73125162076722,47.29159852941177,33.98776956791866,-3.680788235294118,9.242772749358139
676,002269.SZ,美邦服饰,纺织服装,7110375000.0,1.4125,113.242,10.2439,-11.5625,-6.0071,9.057222058823532,6.909145748281672,22.57492794117647,55.73125162076722,47.29159852941177,33.98776956791866,-3.680788235294118,9.242772749358139
696,002291.SZ,星期六,纺织服装,3669590281.52,0.5988,104.99,33.8463,-2.4518,-6.8223,9.057222058823532,6.909145748281672,22.57492794117647,55.73125162076722,47.29159852941177,33.98776956791866,-3.680788235294118,9.242772749358139
698,002293.SZ,罗莱生活,纺织服装,8600264275.8,15.7448,20.2588,15.6975,-8.8,-1.0416,9.057222058823532,6.909145748281672,22.57492794117647,55.73125162076722,47.29159852941177,33.98776956791866,-3.680788235294118,9.242772749358139
730,002327.SZ,富安娜,纺织服装,7249134161.16,16.2175,10.1135,26.3398,-10.1842,-4.758,9.057222058823532,6.909145748281672,22.57492794117647,55.73125162076722,47.29159852941177,33.98776956791866,-3.680788235294118,9.242772749358139
793,002394.SZ,联发股份,纺织服装,3672829680.0,12.4931,9.7128,17.5174,-5.6228,-6.9882,9.057222058823532,6.909145748281672,22.57492794117647,55.73125162076722,47.29159852941177,33.98776956791866,-3.680788235294118,9.242772749358139
796,002397.SZ,梦洁股份,纺织服装,4405670894.0,4.2488,14.6525,25.1978,4.8237,2.6549,9.057222058823532,6.909145748281672,22.57492794117647,55.73125162076722,47.29159852941177,33.98776956791866,-3.680788235294118,9.242772749358139
803,002404.SZ,嘉欣丝绸,纺织服装,3414051218.31,9.3125,26.0464,19.6699,-5.587,6.599,9.057222058823532,6.909145748281672,22.57492794117647,55.73125162076722,47.29159852941177,33.98776956791866,-3.680788235294118,9.242772749358139
879,002485.SZ,希努尔,纺织服装,4199680000.0,6.0859,146.236,67.2249,-4.5735,-11.399,9.057222058823532,6.909145748281672,22.57492794117647,55.73125162076722,47.29159852941177,33.98776956791866,-3.680788235294118,9.242772749358139
880,002486.SZ,嘉麟杰,纺织服装,3261440000.0,1.8458,-0.5948,41.5972,-7.109,-7.9082,9.057222058823532,6.909145748281672,22.57492794117647,55.73125162076722,47.29159852941177,33.98776956791866,-3.680788235294118,9.242772749358139
