000553.SZ,安道麦A,基础化工,26322538085.3674 ,11.7027 ,55.4107 ,44.7974 ,-3.3884 ,-2.6079 
000554.SZ,泰山石油,石油石化,3134772433.3600 ,0.2065 ,-27.8708 ,123.8129 ,-0.6098 ,-7.2086 
000555.SZ,神州信息,计算机,11850204657.9000 ,0.8560 ,-85.1414 ,51.5213 ,-6.3214 ,-6.5041 
000557.SZ,西部创业,交通运输,6300178855.2000 ,3.2921 ,69.3988 ,84.7380 ,-8.4746 ,-7.4074 
000558.SZ,莱茵体育,房地产,4899051006.2000 ,-4.7203 ,-220.6587 ,35.5621 ,-16.2996 ,4.2105 
000559.SZ,万向钱潮,汽车,17592688911.0600 ,14.0804 ,-18.9530 ,14.6368 ,-5.1929 ,-3.9576 
000560.SZ,我爱我家,商贸零售,14768990335.7700 ,7.3449 ,818.4588 ,28.6666 ,-13.8736 ,-17.7033 
000561.SZ,烽火电子,国防军工,4402731431.2800 ,6.5222 ,11.5592 ,53.0587 ,-2.6738 ,0.0000 
000563.SZ,陕国投A,非银行金融,17996618320.8400 ,3.4828 ,-9.3012 ,89.6408 ,-14.3396 ,-4.8458 
000564.SZ,供销大集,商贸零售,20666929114.6400 ,2.4776 ,-48.5068 ,67.0895 ,-5.4945 ,-21.8023 
000565.SZ,渝三峡A,基础化工,2601553320.0000 ,4.2572 ,-44.2572 ,86.8447 ,1.6949 ,-4.6715 
000566.SZ,海南海药,医药,10848151623.6800 ,2.5273 ,25.9854 ,55.5732 ,7.5497 ,-18.5961 
000567.SZ,海德股份,房地产,5955959546.1900 ,5.4387 ,64.6385 ,139.8175 ,1.1261 ,-14.3281 
000568.SZ,泸州老窖,食品饮料,114074922830.8800 ,21.6930 ,34.9129 ,22.4687 ,16.9721 ,-9.3092 
000570.SZ,苏常柴A,机械,2379107443.9200 ,2.8913 ,31.8845 ,68.1311 ,-11.1913 ,-3.6585 
000573.SZ,粤宏远A,房地产,2388156622.7200 ,3.0873 ,25.6059 ,43.4168 ,1.0989 ,-8.6957 
000576.SZ,广东甘化,食品饮料,4424184626.7600 ,9.2212 ,137.9048 ,127.5279 ,3.6307 ,-8.8088 
000581.SZ,威孚高科,汽车,19455483183.8520 ,15.5845 ,-6.8342 ,37.5996 ,-11.0004 ,-4.3309 
000582.SZ,北部湾港,交通运输,15545206281.5400 ,8.0966 ,10.5050 ,115.8773 ,1.3859 ,-10.1998 
000584.SZ,哈工智能,机械,4980193632.6800 ,7.3087 ,3.4391 ,40.0490 ,-10.9649 ,-10.5965 
000586.SZ,汇源通信,通信,2040792000.0000 ,-1.2274 ,-297.3655 ,182.9628 ,-0.4717 ,38.2938 
000587.SZ,金洲慈航,商贸零售,5755360684.3000 ,-35.6000 ,-376.8467 ,100.6069 ,-13.9683 ,-21.4022 
000589.SZ,贵州轮胎,汽车,3233686147.6800 ,2.6200 ,139.7729 ,33.6867 ,1.2136 ,7.9137 
000590.SZ,启迪古汉,医药,3228072679.1600 ,-6.5656 ,-485.4287 ,220.1004 ,-21.7189 ,-6.7507 
000591.SZ,太阳能,电力及公用事业,11066120757.7600 ,6.9439 ,5.5216 ,27.5230 ,-11.1111 ,-7.0652 
000592.SZ,平潭发展,农林牧渔,8171433173.1600 ,0.8301 ,557.0265 ,118.3286 ,8.1841 ,-15.1300 
000593.SZ,大通燃气,电力及公用事业,2356205729.1300 ,-18.2992 ,-794.9643 ,76.8522 ,-9.2541 ,-2.1309 
000595.SZ,宝塔实业,机械,2736119715.0000 ,-14.8553 ,-448.9068 ,90.6370 ,0.2801 ,-15.6425 
000596.SZ,古井贡酒,食品饮料,51920243264.0000 ,24.1124 ,46.8838 ,16.4609 ,9.3488 ,-9.1706 
000597.SZ,东北制药,医药,7687140365.4600 ,6.6120 ,118.7422 ,28.1895 ,-3.6530 ,-11.5324 
000598.SZ,兴蓉环境,电力及公用事业,14065089615.4200 ,9.8173 ,10.1050 ,20.6895 ,1.2903 ,-3.6225 
000599.SZ,青岛双星,汽车,4144713139.0400 ,0.8566 ,-71.6740 ,97.2153 ,1.8480 ,-6.6532 
000600.SZ,建投能源,电力及公用事业,13920936941.5200 ,3.9935 ,111.7467 ,22.1354 ,-3.1172 ,-14.5431 
000601.SZ,韶能股份,电力及公用事业,5186648011.2000 ,6.7507 ,-30.8911 ,19.0953 ,3.2258 ,-9.7917 
