600547.SH,0.239,0.2266,0.206,0.1883,0.177,0.204,0.2317,0.2414,0.336
600549.SH,0.109,0.101,0.1036,0.1065,0.093,0.115,,,
600566.SH,0.116,0.1104,0.0967,0.0947,0.096,0.098,0.0787,0.0768,0.077
600570.SH,0.273,0.3208,0.3731,0.3838,0.336,0.354,0.354,0.3717,0.387
600583.SH,0.115,0.117,0.1153,0.12,0.104,0.113,0.0988,0.0955,0.096
600585.SH,0.623,0.6415,0.6273,0.6402,0.654,0.698,0.6582,0.6354,0.64
600588.SH,0.217,0.2347,0.2545,0.2784,0.248,0.251,0.2708,0.2868,0.323
600606.SH,0.237,0.2324,0.2182,0.2323,0.223,0.216,0.199,0.2065,0.196
600637.SH,0.225,0.2044,0.2051,0.21,0.191,0.185,0.1735,0.1643,0.156
600660.SH,0.34,0.3248,0.297,0.2798,0.288,0.27,0.2535,0.253,0.249
600674.SH,0.163,0.1589,0.1396,0.1335,0.128,0.14,0.1248,0.1353,0.141
600688.SH,0.117,0.1122,0.1038,0.0972,0.092,0.102,0.0895,0.0843,0.075
600690.SH,0.539,0.5846,0.5372,0.5334,0.514,0.513,0.5108,0.5006,0.472
600703.SH,0.295,0.2531,0.2936,0.3019,0.262,0.232,0.2382,0.2315,0.215
600704.SH,0.084,0.0808,0.0813,0.0811,0.081,0.083,0.0753,0.0762,0.074
600705.SH,0.203,0.1958,0.2303,0.2226,0.212,0.215,0.234,0.2231,0.204
600739.SH,0.136,0.1234,0.1411,0.1508,0.142,0.137,,,
600741.SH,0.309,0.3166,0.2793,0.2677,0.304,0.279,0.2752,0.2934,0.319
600760.SH,0.124,0.1246,0.12,0.1133,0.106,0.108,0.0973,0.1012,0.112
600795.SH,0.321,0.2863,0.2672,0.2596,0.262,0.262,0.2367,0.2456,0.235
600809.SH,0.097,0.1025,0.1166,0.1276,0.122,0.13,0.1466,0.1417,0.163
600816.SH,0.102,0.089,0.1429,0.1297,0.099,0.099,0.0885,0.0837,0.081
600837.SH,0.758,0.8219,0.901,0.9403,0.926,0.864,0.919,0.9006,0.897
600867.SH,0.211,0.1682,0.1811,0.2068,0.184,0.187,0.1484,0.1533,0.172
600886.SH,0.349,0.3323,0.2834,0.2758,0.27,0.283,0.2118,0.2376,0.267
600887.SH,1.48,1.4722,1.4456,1.4591,1.542,1.61,1.6383,1.5478,1.417
600893.SH,0.208,0.1982,0.1933,0.1959,0.179,0.186,0.1635,0.1678,0.172
600900.SH,1.116,1.0651,0.9183,0.8994,0.911,1.032,0.9219,1.0036,0.997
600909.SH,0.091,0.0897,0.1016,0.1067,0.099,0.098,,,
600919.SH,0.44,0.4273,0.4295,0.4061,0.416,0.444,0.3982,0.3835,0.375
600926.SH,0.162,0.158,0.1572,0.1448,0.149,0.149,0.1365,0.1405,0.133
600958.SH,0.304,0.2996,0.3916,0.3513,0.327,0.324,0.3072,0.2968,0.289
600977.SH,0.114,0.1159,0.1014,0.1093,0.11,0.1,0.0956,0.0878,0.086
600998.SH,0.088,0.0821,0.0749,0.0724,0.072,0.065,0.0553,0.0561,0.061
600999.SH,0.408,0.4174,0.4399,0.4132,0.41,0.39,0.3896,0.3857,0.371
601006.SH,0.521,0.5106,0.4516,0.4066,0.415,0.439,0.3825,0.3803,0.373
601009.SH,0.408,0.4079,0.3905,0.3921,0.421,0.435,0.3907,0.4009,0.376
601012.SH,0.363,0.4402,0.4623,0.4455,0.472,0.534,0.4662,0.5264,0.569
601018.SH,0.14,0.1322,0.1325,0.1434,0.173,0.158,0.1404,0.1384,0.124
601021.SH,0.093,0.0876,0.0836,0.0925,0.095,0.106,0.1323,0.1255,0.133
601066.SH,0.041,0.0536,0.0846,0.0951,0.085,0.091,0.0749,0.0675,0.07
601088.SH,0.378,0.3908,0.3525,0.3215,0.319,0.321,0.5277,0.5095,0.5
601108.SH,0.03,0.0288,0.0357,0.043,0.036,0.036,0.2223,0.2191,0.196
601111.SH,0.243,0.2422,0.2523,0.268,0.248,0.223,0.2311,0.2115,0.191
601117.SH,0.113,0.1067,0.1041,0.1052,0.1,0.106,0.095,0.0921,0.089
601138.SH,0.146,0.1388,0.1524,0.1483,0.149,0.143,0.1238,0.1295,0.137
601155.SH,0.228,0.2618,0.2601,0.3288,0.293,0.295,0.291,0.1904,0.182
601166.SH,1.982,2.0164,2.0573,1.8745,2.032,1.933,2.1203,2.223,2.025
601169.SH,0.884,0.8779,0.8303,0.7495,0.772,0.758,0.6918,0.6694,0.63
601186.SH,0.532,0.4605,0.4545,0.4326,0.408,0.382,0.3659,0.3595,0.34
601198.SH,0.14,0.1326,0.1591,0.1548,0.15,0.142,0.1316,0.125,0.12
601211.SH,0.735,0.7611,0.7698,0.7429,0.695,0.64,0.6628,0.6536,0.625
601212.SH,0.026,0.0248,0.0258,0.0328,0.028,0.031,0.0298,0.0281,0.031
601216.SH,0.094,0.0879,0.116,0.1116,0.1,0.097,0.0892,0.0881,0.081
601225.SH,0.317,0.3316,0.312,0.3055,0.295,0.308,0.294,0.3048,0.289
601228.SH,0.078,0.0739,0.076,0.079,0.071,0.068,0.0616,0.0607,0.058
601229.SH,0.651,0.6218,0.5827,0.5371,0.567,0.543,0.5211,0.5314,0.52
601238.SH,0.102,0.0949,0.0959,0.0889,0.095,0.089,0.0802,0.0835,0.088
601288.SH,1.468,1.4066,1.2613,1.1646,1.179,1.244,1.0877,1.1116,1.056
601318.SH,6.469,6.7584,6.7063,6.8658,7.634,7.553,7.803,7.6837,7.672
601328.SH,1.693,1.6868,1.5485,1.4002,1.408,1.445,1.3275,1.2872,1.206
601333.SH,0.114,0.1165,0.1108,0.099,0.095,0.094,,,
601336.SH,0.375,0.345,0.3733,0.3743,0.392,0.38,0.3786,0.3784,0.326
601360.SH,0.088,0.0804,0.0897,0.0886,0.076,0.076,0.0708,0.0655,0.073
601377.SH,0.232,0.2313,0.2818,0.2782,0.259,0.256,0.2533,0.2424,0.231
601390.SH,0.555,0.4945,0.4756,0.4424,0.43,0.423,0.3853,0.3819,0.363
601398.SH,1.215,1.2028,1.0791,0.9809,1.026,1.068,1.0015,0.9808,0.943
601555.SH,0.171,0.1691,0.1935,0.2063,0.221,0.209,0.1973,0.1889,0.175
601600.SH,0.248,0.235,0.2377,0.2341,0.223,0.232,0.2057,0.1966,0.191
601601.SH,0.951,0.9581,0.9489,0.8818,0.931,0.955,0.9211,0.9791,0.964
601607.SH,0.209,0.1875,0.1811,0.1977,0.186,0.187,0.1666,0.1685,0.176
601611.SH,0.055,0.0536,0.0536,0.0611,0.057,0.054,,,
601618.SH,0.236,0.2079,0.2156,0.2073,0.194,0.189,0.1742,0.169,0.159
601628.SH,0.362,0.376,0.4431,0.3871,0.413,0.384,0.3888,0.3993,0.39
601633.SH,0.072,0.082,0.0841,0.0783,0.089,0.088,0.0809,0.0805,0.08
601668.SH,1.274,1.2701,1.1185,1.0563,1.053,1.039,0.9664,0.9902,0.931
601669.SH,0.317,0.305,0.2983,0.2907,0.267,0.266,0.3258,0.3044,0.29
601688.SH,0.563,0.6364,0.6634,0.5992,0.545,0.537,0.65,0.5885,0.56
601727.SH,0.185,0.1733,0.1701,0.176,0.171,0.166,0.1529,0.1515,0.146
601766.SH,0.934,0.8289,0.7914,0.7258,0.688,0.679,0.6259,0.6168,0.575
601788.SH,0.182,0.1847,0.226,0.2089,0.199,0.192,0.1794,0.1767,0.171
601800.SH,0.282,0.2486,0.251,0.2406,0.237,0.226,0.2114,0.2072,0.19
601808.SH,0.054,0.0508,0.0498,0.0502,0.048,0.05,0.0456,0.0493,0.058
601818.SH,0.627,0.6397,0.5992,0.5342,0.543,0.54,0.4809,0.506,0.486
601828.SH,0.037,0.0357,0.0338,0.0343,0.032,0.035,0.0388,0.0368,0.035
601838.SH,0.034,0.0306,0.0307,0.0293,0.031,0.03,0.1265,0.1231,0.12
601857.SH,0.621,0.5873,0.5456,0.502,0.491,0.511,0.4401,0.4239,0.402
601877.SH,0.222,0.2243,0.1903,0.1958,0.179,0.179,0.1585,0.1674,0.156
601878.SH,0.103,0.103,0.1192,0.1261,0.109,0.104,0.0992,0.0943,0.087
601881.SH,0.094,0.0993,0.1293,0.1309,0.122,0.115,0.1272,0.1169,0.11
601888.SH,0.626,0.5251,0.5381,0.5509,0.619,0.667,0.6906,0.7082,0.756
601898.SH,0.091,0.084,0.0812,0.0775,0.076,0.077,0.0701,0.0687,0.072
601899.SH,0.43,0.3597,0.3758,0.3563,0.329,0.347,0.3551,0.3513,0.359
601901.SH,0.233,0.2539,0.2703,0.2572,0.235,0.26,0.2347,0.2305,0.221
601919.SH,0.164,0.1643,0.1689,0.1714,0.182,0.163,0.1573,0.1459,0.144
601933.SH,0.321,0.3095,0.2855,0.271,0.306,0.331,0.3138,0.2926,0.306
601939.SH,0.455,0.468,0.4215,0.3866,0.409,0.414,0.3929,0.399,0.376
601985.SH,0.262,0.2503,0.242,0.2406,0.227,0.228,0.2066,0.2123,0.204
601988.SH,0.81,0.7655,0.703,0.6509,0.671,0.722,0.6216,0.6287,0.603
601989.SH,0.414,0.3947,0.4172,0.4738,0.425,0.414,0.4027,0.4406,0.451
601991.SH,0.083,0.0754,0.0715,0.0698,0.067,0.069,,,
601992.SH,0.124,0.1129,0.1172,0.1229,0.107,0.107,0.0999,0.0944,0.091
601997.SH,0.157,0.1508,0.1598,0.1484,0.155,0.157,0.134,0.1377,0.128
601998.SH,0.178,0.1724,0.1822,0.1582,0.158,0.156,0.1459,0.1468,0.139
603156.SH,0.027,0.0244,0.0236,0.0286,0.026,0.024,0.1239,0.1127,0.099
603160.SH,0.077,0.0661,0.0674,0.08,0.094,0.091,0.1087,0.1195,0.146
603259.SH,0.084,0.0799,0.0806,0.0804,0.076,0.073,0.0749,0.0772,0.103
603260.SH,0.034,0.0351,0.0356,0.0373,0.03,0.032,0.0381,0.037,0.035
603288.SH,0.593,0.5915,0.5375,0.5655,0.592,0.717,0.6897,0.6363,0.753
603799.SH,0.16,0.133,0.1639,0.1606,0.118,0.126,0.1103,0.1292,0.132
603833.SH,0.107,0.1109,0.1025,0.1283,0.124,0.127,0.1087,0.1005,0.123
603858.SH,0.119,0.107,0.1061,0.1068,0.116,0.1,0.0918,0.0938,0.087
603986.SH,0.094,0.0998,0.1122,0.1196,0.097,0.097,0.1224,0.1151,0.164
603993.SH,0.283,0.272,0.2895,0.2821,0.243,0.251,0.2234,0.2131,0.206
000596.SZ,,,,,,,0.1112,0.1092,0.117
000629.SZ,,,,,,,0.1169,0.1149,0.106
000656.SZ,,,,,,,0.1032,0.1056,0.117
